rank,model_id,family,game,target_mode,backend,hit_at_1,mae,mse,exact,set_overlap,jaccard,brier,log_loss
1,pp-posterior-constrained-decoder,decision,bingo5,decision,builtin,0.25,4.25,22.5,0.0,3.0,0.23076923076923078,0.9271696576825179,2.872595360235637
2,pp-posterior-utility-hit1,decision,bingo5,decision,builtin,0.25,4.25,22.5,0.0,3.0,0.23076923076923078,0.9271696576825179,2.872595360235637
3,pp-posterior-utility-hit1-mse,decision,bingo5,decision,builtin,0.25,4.25,22.5,0.0,3.0,0.23076923076923078,0.9271696576825179,2.872595360235637
