rank,model_id,family,game,target_mode,backend,hit_at_1,mae,mse,exact,set_overlap,jaccard,brier,log_loss
1,pp-bocpd-dirichlet-categorical,changepoint,bingo5,online_changepoint,builtin,0.125,4.75,25.5,0.0,3.0,0.23076923076923078,0.9303392657405349,2.8287564357960293
