probe_id,library,model,parameter,surface,relation,outcome,pairs_total,pairs_eligible,pairs_matched,pairs_failed,matched_fraction
gluonts-seasonal-naive-season-length-prediction,gluonts,SeasonalNaivePredictor,season_length,prediction,change,effective,2,2,2,0,1.0
