rank,model_id,family,game,target_mode,backend,hit_at_1,mae,mse,exact,set_overlap,jaccard,brier,log_loss
1,pp-posterior-constrained-decoder,decision,loto6,decision,builtin,0.16666666666666666,7.166666666666667,77.16666666666667,0.0,1.0,0.09090909090909091,0.9721827896344378,3.492269610186583
2,pp-posterior-utility-hit1,decision,loto6,decision,builtin,0.16666666666666666,7.166666666666667,77.16666666666667,0.0,1.0,0.09090909090909091,0.9721827896344378,3.492269610186583
3,pp-posterior-utility-hit1-mse,decision,loto6,decision,builtin,0.16666666666666666,7.166666666666667,77.16666666666667,0.0,1.0,0.09090909090909091,0.9721827896344378,3.492269610186583
