file,schema_version,validity,sha256,target_ds,cutoff_ds,status,train_only_constant,rolling_dirichlet_w20_a5,tree_depth4,multinomial_logistic
numbers3-n1-shadow-lock-20260802-091121.json,1.0,INVALIDATED_IMPLEMENTATION_DEFECT,a9c55436e86842cc90bbcaaa33a33400d58830abe2b2908065f61a21a21ba5d6,2026-08-03 00:00:00,2026-07-31 00:00:00,LOCKED_BEFORE_ACTUAL,8,4,7,8
numbers3-n1-shadow-lock-20260802-091138.json,1.0,INVALIDATED_IMPLEMENTATION_DEFECT,7b425d5594e7e54b6cd102a6afcadbf08a6c0d3404ded8818258d4f7d1620423,2026-08-03 00:00:00,2026-07-31 00:00:00,LOCKED_BEFORE_ACTUAL,8,4,7,8
numbers3-n1-shadow-lock-20260802-091829.json,1.1,CURRENT_VALID,0b5efb0680ddbc9a143ed86518ded237cbc938ca6f5450fd69067e5c69f9e109,2026-08-03 00:00:00,2026-07-31 00:00:00,LOCKED_BEFORE_ACTUAL,8,4,1,8
