candidate_id,games_requested,games_succeeded,all_games_complete,macro_hit_at_1,macro_mae,statuses
sf-automfles,1,1,True,0.3233333333333333,2.63,{'numbers3': 'SUCCEEDED'}
sf-naive,1,1,True,0.31666666666666665,3.1966666666666668,{'numbers3': 'SUCCEEDED'}
sf-randomwalkwithdrift,1,1,True,0.31666666666666665,3.1966666666666668,{'numbers3': 'SUCCEEDED'}
sf-crostonsba,1,1,True,0.31333333333333335,2.5533333333333332,{'numbers3': 'SUCCEEDED'}
sf-mfles,1,1,True,0.31,2.783333333333333,{'numbers3': 'SUCCEEDED'}
sf-windowaverage,1,1,True,0.31,2.74,{'numbers3': 'SUCCEEDED'}
sf-holtwinters,1,1,True,0.30666666666666664,2.533333333333333,{'numbers3': 'SUCCEEDED'}
sf-autoces,1,1,True,0.3,2.526666666666667,{'numbers3': 'SUCCEEDED'}
sf-constantmodel,1,1,True,0.3,3.68,{'numbers3': 'SUCCEEDED'}
sf-adida,1,1,True,0.2966666666666667,2.526666666666667,{'numbers3': 'SUCCEEDED'}
sf-autotheta,1,1,True,0.2966666666666667,2.526666666666667,{'numbers3': 'SUCCEEDED'}
sf-crostonclassic,1,1,True,0.2966666666666667,2.546666666666667,{'numbers3': 'SUCCEEDED'}
sf-crostonoptimized,1,1,True,0.2966666666666667,2.546666666666667,{'numbers3': 'SUCCEEDED'}
sf-dynamicoptimizedtheta,1,1,True,0.2966666666666667,2.526666666666667,{'numbers3': 'SUCCEEDED'}
sf-dynamictheta,1,1,True,0.2966666666666667,2.526666666666667,{'numbers3': 'SUCCEEDED'}
sf-imapa,1,1,True,0.2966666666666667,2.526666666666667,{'numbers3': 'SUCCEEDED'}
sf-optimizedtheta,1,1,True,0.2966666666666667,2.526666666666667,{'numbers3': 'SUCCEEDED'}
sf-simpleexponentialsmoothing,1,1,True,0.2966666666666667,2.6166666666666667,{'numbers3': 'SUCCEEDED'}
sf-theta,1,1,True,0.2966666666666667,2.526666666666667,{'numbers3': 'SUCCEEDED'}
sf-seasonalexponentialsmoothingoptimized,1,1,True,0.29333333333333333,2.566666666666667,{'numbers3': 'SUCCEEDED'}
sf-tsb,1,1,True,0.29333333333333333,2.6066666666666665,{'numbers3': 'SUCCEEDED'}
sf-conformalseasonalpool,1,1,True,0.2866666666666667,3.32,{'numbers3': 'SUCCEEDED'}
sf-seasonalnaive,1,1,True,0.2866666666666667,3.32,{'numbers3': 'SUCCEEDED'}
sf-autotbats,1,1,True,0.2833333333333333,2.5233333333333334,{'numbers3': 'SUCCEEDED'}
sf-tbats,1,1,True,0.28,2.5366666666666666,{'numbers3': 'SUCCEEDED'}
sf-autoets,1,1,True,0.27666666666666667,2.5533333333333332,{'numbers3': 'SUCCEEDED'}
sf-historicaverage,1,1,True,0.27666666666666667,2.5533333333333332,{'numbers3': 'SUCCEEDED'}
sf-arch,1,1,True,0.2733333333333333,2.58,{'numbers3': 'SUCCEEDED'}
sf-mstl,1,1,True,0.2733333333333333,2.6566666666666667,{'numbers3': 'SUCCEEDED'}
sf-seasonalwindowaverage,1,1,True,0.2733333333333333,2.9433333333333334,{'numbers3': 'SUCCEEDED'}
sf-seasonalexponentialsmoothing,1,1,True,0.27,2.69,{'numbers3': 'SUCCEEDED'}
sf-holt,1,1,True,0.26666666666666666,2.5633333333333335,{'numbers3': 'SUCCEEDED'}
sf-ucm,1,1,True,0.26666666666666666,2.54,{'numbers3': 'SUCCEEDED'}
sf-autoarima,1,1,True,0.25333333333333335,2.566666666666667,{'numbers3': 'SUCCEEDED'}
sf-garch,1,1,True,0.25333333333333335,2.67,{'numbers3': 'SUCCEEDED'}
sf-simpleexponentialsmoothingoptimized,1,1,True,0.25333333333333335,2.6,{'numbers3': 'SUCCEEDED'}
sf-arima,1,1,True,0.24,2.5866666666666664,{'numbers3': 'SUCCEEDED'}
sf-autoregressive,1,1,True,0.24,2.5866666666666664,{'numbers3': 'SUCCEEDED'}
sf-zeromodel,1,1,True,0.2,4.506666666666667,{'numbers3': 'SUCCEEDED'}
