probe_id,library,model,parameter,surface,relation,outcome,pairs_total,pairs_eligible,pairs_matched,pairs_failed,matched_fraction
darts-naive-seasonal-k-prediction,darts,NaiveSeasonal,K,prediction,change,effective,2,2,2,0,1.0
