candidate_id,games_requested,games_succeeded,all_games_complete,macro_hit_at_1,macro_mae,statuses
sf-simpleexponentialsmoothing,1,1,True,0.2357142857142857,4.257142857142857,{'loto7': 'SUCCEEDED'}
sf-tsb,1,1,True,0.2357142857142857,4.257142857142857,{'loto7': 'SUCCEEDED'}
sf-tbats,1,1,True,0.23142857142857143,4.07,{'loto7': 'SUCCEEDED'}
sf-automfles,1,1,True,0.22142857142857142,4.4871428571428575,{'loto7': 'SUCCEEDED'}
sf-mstl,1,1,True,0.22142857142857142,4.094285714285714,{'loto7': 'SUCCEEDED'}
sf-windowaverage,1,1,True,0.22142857142857142,4.62,{'loto7': 'SUCCEEDED'}
sf-seasonalexponentialsmoothing,1,1,True,0.22,4.22,{'loto7': 'SUCCEEDED'}
sf-adida,1,1,True,0.21857142857142858,4.098571428571429,{'loto7': 'SUCCEEDED'}
sf-autoarima,1,1,True,0.21857142857142858,4.032857142857143,{'loto7': 'SUCCEEDED'}
sf-autotheta,1,1,True,0.21857142857142858,4.1,{'loto7': 'SUCCEEDED'}
sf-crostonclassic,1,1,True,0.21857142857142858,4.098571428571429,{'loto7': 'SUCCEEDED'}
sf-crostonoptimized,1,1,True,0.21857142857142858,4.098571428571429,{'loto7': 'SUCCEEDED'}
sf-dynamicoptimizedtheta,1,1,True,0.21857142857142858,4.098571428571429,{'loto7': 'SUCCEEDED'}
sf-dynamictheta,1,1,True,0.21857142857142858,4.1,{'loto7': 'SUCCEEDED'}
sf-holt,1,1,True,0.21857142857142858,4.024285714285714,{'loto7': 'SUCCEEDED'}
sf-imapa,1,1,True,0.21857142857142858,4.098571428571429,{'loto7': 'SUCCEEDED'}
sf-optimizedtheta,1,1,True,0.21857142857142858,4.1,{'loto7': 'SUCCEEDED'}
sf-theta,1,1,True,0.21857142857142858,4.1,{'loto7': 'SUCCEEDED'}
sf-autoets,1,1,True,0.21714285714285714,4.024285714285714,{'loto7': 'SUCCEEDED'}
sf-autotbats,1,1,True,0.21714285714285714,4.032857142857143,{'loto7': 'SUCCEEDED'}
sf-historicaverage,1,1,True,0.21714285714285714,4.024285714285714,{'loto7': 'SUCCEEDED'}
sf-simpleexponentialsmoothingoptimized,1,1,True,0.21714285714285714,4.03,{'loto7': 'SUCCEEDED'}
sf-ucm,1,1,True,0.21714285714285714,4.018571428571429,{'loto7': 'SUCCEEDED'}
sf-arima,1,1,True,0.21571428571428572,4.045714285714285,{'loto7': 'SUCCEEDED'}
sf-autoregressive,1,1,True,0.21571428571428572,4.045714285714285,{'loto7': 'SUCCEEDED'}
sf-seasonalwindowaverage,1,1,True,0.21428571428571427,4.678571428571429,{'loto7': 'SUCCEEDED'}
sf-autoces,1,1,True,0.21142857142857144,4.045714285714285,{'loto7': 'SUCCEEDED'}
sf-naive,1,1,True,0.20857142857142857,5.502857142857143,{'loto7': 'SUCCEEDED'}
sf-randomwalkwithdrift,1,1,True,0.20857142857142857,5.502857142857143,{'loto7': 'SUCCEEDED'}
sf-seasonalexponentialsmoothingoptimized,1,1,True,0.2057142857142857,4.048571428571429,{'loto7': 'SUCCEEDED'}
sf-mfles,1,1,True,0.2042857142857143,4.717142857142857,{'loto7': 'SUCCEEDED'}
sf-crostonsba,1,1,True,0.20142857142857143,4.271428571428571,{'loto7': 'SUCCEEDED'}
sf-holtwinters,1,1,True,0.19714285714285715,4.088571428571429,{'loto7': 'SUCCEEDED'}
sf-conformalseasonalpool,1,1,True,0.19428571428571428,5.3428571428571425,{'loto7': 'SUCCEEDED'}
sf-seasonalnaive,1,1,True,0.19428571428571428,5.3428571428571425,{'loto7': 'SUCCEEDED'}
sf-arch,1,1,True,0.09857142857142857,11.214285714285714,{'loto7': 'SUCCEEDED'}
sf-garch,1,1,True,0.09714285714285714,11.207142857142857,{'loto7': 'SUCCEEDED'}
sf-constantmodel,1,1,True,0.06142857142857143,15.401428571428571,{'loto7': 'SUCCEEDED'}
sf-zeromodel,1,1,True,0.06142857142857143,15.401428571428571,{'loto7': 'SUCCEEDED'}
