rank,model_id,family,game,target_mode,backend,hit_at_1,mae,mse,exact,set_overlap,jaccard,brier,log_loss
1,pp-posterior-constrained-decoder,decision,mini,decision,builtin,0.0,5.2,32.4,0.0,0.0,0.0,0.9689218526294315,3.1603535967199696
2,pp-posterior-utility-hit1,decision,mini,decision,builtin,0.0,5.2,32.4,0.0,0.0,0.0,0.9689218526294315,3.1603535967199696
3,pp-posterior-utility-hit1-mse,decision,mini,decision,builtin,0.0,5.2,32.4,0.0,0.0,0.0,0.9689218526294315,3.1603535967199696
