rank,model_id,family,game,target_mode,backend,hit_at_1,mae,mse,exact,set_overlap,jaccard,brier,log_loss
1,pp-bocpd-dirichlet-categorical,changepoint,mini,online_changepoint,builtin,0.0,5.2,32.4,0.0,0.0,0.0,0.9688560308344618,3.082214641214592
