rank,model_id,family,game,target_mode,backend,hit_at_1,mae,mse,exact,set_overlap,jaccard,brier,log_loss
1,pp-uniform-dirichlet,conjugate,loto7,select_position_categorical,builtin,0.2857142857142857,2.857142857142857,10.571428571428571,0.0,0.0,0.0,0.9777814960023026,3.697757293924417
2,pp-expanding-dirichlet-categorical,conjugate,loto7,select_position_categorical,builtin,0.14285714285714285,4.714285714285714,32.714285714285715,0.0,1.0,0.07692307692307693,0.9422187292636719,3.0865711962379097
3,pp-static-dirichlet-categorical,conjugate,loto7,select_position_categorical,builtin,0.14285714285714285,4.714285714285714,32.714285714285715,0.0,1.0,0.07692307692307693,0.9422187292636719,3.0865711962379097
4,pp-discounted-dirichlet-categorical,conjugate,loto7,select_position_categorical,builtin,0.14285714285714285,4.857142857142857,29.142857142857142,0.0,1.0,0.07692307692307693,0.9533120228986535,3.2514038546596518
5,pp-rolling-dirichlet-categorical,conjugate,loto7,select_position_categorical,builtin,0.0,5.142857142857143,32.57142857142857,0.0,1.0,0.07692307692307693,0.9767637980572431,3.5913555010729152
