rank,model_id,family,game,target_mode,backend,hit_at_1,mae,mse,exact,set_overlap,jaccard,brier,log_loss
1,pp-posterior-constrained-decoder,decision,loto7,decision,builtin,0.14285714285714285,4.714285714285714,32.714285714285715,0.0,1.0,0.07692307692307693,0.9422187292636719,3.0865711962379097
2,pp-posterior-utility-hit1,decision,loto7,decision,builtin,0.14285714285714285,4.714285714285714,32.714285714285715,0.0,1.0,0.07692307692307693,0.9422187292636719,3.0865711962379097
3,pp-posterior-utility-hit1-mse,decision,loto7,decision,builtin,0.14285714285714285,4.714285714285714,32.714285714285715,0.0,1.0,0.07692307692307693,0.9422187292636719,3.0865711962379097
