2026/08/01 17:50:47.591, 0, 424, 16, 42, 86.86
2026/08/01 17:50:47.691, 0, 424, 16, 42, 86.86
2026/08/01 17:50:47.791, 0, 424, 16, 42, 86.86
2026/08/01 17:50:47.892, 0, 424, 42, 46, 89.32
2026/08/01 17:50:47.992, 0, 424, 42, 46, 89.32
2026/08/01 17:50:48.092, 0, 424, 42, 46, 89.32
2026/08/01 17:50:48.192, 0, 424, 42, 46, 89.32
2026/08/01 17:50:48.292, 0, 424, 42, 46, 89.32
2026/08/01 17:50:48.392, 0, 424, 8, 43, 88.45
2026/08/01 17:50:48.492, 0, 424, 8, 43, 88.45
2026/08/01 17:50:48.593, 0, 424, 8, 43, 88.45
2026/08/01 17:50:48.693, 0, 424, 8, 43, 88.45
2026/08/01 17:50:48.793, 0, 424, 8, 43, 88.45
2026/08/01 17:50:48.893, 0, 424, 8, 43, 85.04
2026/08/01 17:50:48.994, 0, 424, 8, 43, 85.04
2026/08/01 17:50:49.094, 0, 424, 8, 43, 85.04
2026/08/01 17:50:49.194, 0, 424, 8, 43, 85.04
2026/08/01 17:50:49.294, 0, 424, 8, 43, 85.04
2026/08/01 17:50:49.394, 0, 424, 39, 49, 91.23
2026/08/01 17:50:49.494, 0, 424, 39, 49, 91.23
2026/08/01 17:50:49.595, 0, 424, 39, 49, 91.23
2026/08/01 17:50:49.695, 0, 424, 39, 49, 91.23
2026/08/01 17:50:49.795, 0, 424, 39, 49, 91.23
2026/08/01 17:50:49.895, 0, 424, 22, 44, 91.14
2026/08/01 17:50:49.995, 0, 424, 22, 44, 91.14
2026/08/01 17:50:50.095, 0, 424, 22, 44, 91.14
2026/08/01 17:50:50.196, 0, 424, 22, 44, 91.14
2026/08/01 17:50:50.296, 0, 424, 22, 44, 91.14
2026/08/01 17:50:50.396, 0, 424, 34, 48, 83.17
2026/08/01 17:50:50.496, 0, 424, 34, 48, 83.17
2026/08/01 17:50:50.597, 0, 424, 34, 48, 83.17
2026/08/01 17:50:50.697, 0, 424, 34, 48, 83.17
2026/08/01 17:50:50.797, 0, 424, 34, 48, 83.17
2026/08/01 17:50:50.897, 0, 424, 21, 44, 86.09
2026/08/01 17:50:50.997, 0, 424, 21, 44, 86.09
2026/08/01 17:50:51.097, 0, 424, 21, 44, 86.09
2026/08/01 17:50:51.198, 0, 424, 21, 44, 86.09
2026/08/01 17:50:51.298, 0, 424, 21, 44, 86.09
2026/08/01 17:50:51.398, 0, 424, 0, 43, 88.69
2026/08/01 17:50:51.498, 0, 424, 0, 43, 88.69
2026/08/01 17:50:51.598, 0, 424, 0, 43, 88.69
2026/08/01 17:50:51.699, 0, 424, 0, 43, 88.69
2026/08/01 17:50:51.799, 0, 424, 0, 43, 88.69
2026/08/01 17:50:51.899, 0, 424, 40, 48, 91.60
2026/08/01 17:50:51.999, 0, 424, 40, 48, 91.60
2026/08/01 17:50:52.099, 0, 424, 40, 48, 91.60
2026/08/01 17:50:52.200, 0, 424, 40, 48, 91.60
2026/08/01 17:50:52.300, 0, 424, 40, 48, 91.60
2026/08/01 17:50:52.400, 0, 424, 6, 44, 92.23
2026/08/01 17:50:52.500, 0, 424, 6, 44, 92.23
2026/08/01 17:50:52.601, 0, 424, 6, 44, 92.23
2026/08/01 17:50:52.701, 0, 424, 6, 44, 92.23
2026/08/01 17:50:52.801, 0, 424, 6, 44, 92.23
2026/08/01 17:50:52.901, 0, 424, 21, 43, 91.82
2026/08/01 17:50:53.001, 0, 424, 21, 43, 91.82
2026/08/01 17:50:53.101, 0, 424, 21, 43, 91.82
2026/08/01 17:50:53.202, 0, 424, 21, 43, 91.82
2026/08/01 17:50:53.302, 0, 424, 21, 43, 91.82
2026/08/01 17:50:53.402, 0, 424, 40, 48, 90.01
2026/08/01 17:50:53.502, 0, 424, 40, 48, 90.01
2026/08/01 17:50:53.603, 0, 424, 40, 48, 90.01
2026/08/01 17:50:53.703, 0, 322, 40, 48, 90.01
2026/08/01 17:50:53.803, 0, 322, 40, 48, 90.01
2026/08/01 17:50:53.903, 0, 322, 0, 44, 89.23
2026/08/01 17:50:54.004, 0, 322, 0, 44, 89.23
2026/08/01 17:50:54.104, 0, 322, 0, 44, 89.23
2026/08/01 17:50:54.204, 0, 322, 0, 44, 89.23
2026/08/01 17:50:54.304, 0, 322, 0, 44, 89.23
2026/08/01 17:50:54.404, 0, 322, 0, 42, 69.53
2026/08/01 17:50:54.504, 0, 322, 0, 42, 69.53
2026/08/01 17:50:54.605, 0, 319, 0, 42, 69.53
