rank,model_id,family,game,target_mode,backend,hit_at_1,mae,mse,exact,all_positions_within_1,brier,log_loss
1,pp-posterior-utility-hit1-mse,decision,numbers3,decision,builtin,0.6666666666666666,2.3333333333333335,9.0,0.0,0.0,0.8956337710439072,2.4422379516661756
2,pp-posterior-utility-hit1,decision,numbers3,decision,builtin,0.6666666666666666,2.6666666666666665,12.666666666666666,0.0,0.0,0.8956337710439072,2.4422379516661756
3,pp-posterior-constrained-decoder,decision,numbers3,decision,builtin,0.3333333333333333,2.6666666666666665,10.0,0.0,0.0,0.8956337710439072,2.4422379516661756
