rank,model_id,family,game,target_mode,backend,hit_at_1,mae,mse,exact,all_positions_within_1,brier,log_loss
1,pp-bocpd-dirichlet-categorical,changepoint,numbers3,online_changepoint,builtin,0.0,3.0,11.0,0.0,0.0,0.8882271853026172,2.138822561861122
